country_code,found_country,longitude,latitude,address,country_name,alt_addr,continent,timestamp,used,no_result
GB,True,-3.5560515,50.5206901,"Haccombe, Devon, England",England,,Europe,,0,
GB,True,-3.5560515,50.5206901,"Haccombe, Devonshire, England",England,,Europe,,0,
GB,True,-1.2768581,51.6705211,"Abingdon Abbey, Abingdon, Oxfordshire, England",England,,Europe,,0,
GB,True,-1.2750908,51.6718892,"Abbey, Abingdon, England",England,,Europe,,0,
GB,True,-4.0035136,50.738538,"Of, Okehampton, Devonshire, England",England,,Europe,,0,
GB,True,-2.608328,51.4491391,"Okehampton, Devon, England, Great Britain",Great Britain,,Europe,,0,
,True,,,"Battle of Towton, York, Yorkshire, England - beheaded for treason in the market after the battle",,,,1767560284.907927,0,True
GB,True,-4.000316,50.7376667,"Okehampton, Devon, England",England,,Europe,,0,
GB,True,-1.38525,53.9825271,"Yorkshire, England",England,,Europe,,0,
GB,True,-3.6607788,50.7241405,"Devon, England",England,,Europe,,0,
GB,True,-2.1496775,51.9836555,"Battle of Tewkesbury Gloucestershire, England",England,,Europe,,0,
GB,True,-2.1549574,51.9937857,"Tewkesbury, Gloucestershire, England",England,,Europe,,0,
GB,True,-1.7954134,51.0690613,"Salisbury, Wiltshire, England",England,,Europe,,0,
GB,True,-1.3524823,53.8916566,"Clifford, Yorkshire, England",England,,Europe,,0,
GB,True,-1.2327396,53.4810181,"Conisbrough, Yorkshire, England",England,,Europe,,0,
GB,True,-2.3447323,50.7968369,"Forde Abbey, Thorncombe, West Dorset District, Dorset, England",England,,Europe,,0,
GB,True,-2.6839528,52.969273,"Whitchurch, Shropshire, England",England,,Europe,,0,
GB,True,-2.5650945,53.8611712,"Upholand, Lancashire, England",England,,Europe,,0,
GB,True,-0.5540305,50.856776,"arundel castle, Arundel, Sussex, England",England,,Europe,,0,
GB,True,-0.3755923,52.7663388,"Bourne Abbey, Lincolnshire, England",England,,Europe,,0,
GB,True,-0.5540305,50.856776,"Arundel Castle, Sussex, England",England,,Europe,,0,
BE,True,3.2179025,50.7641132,"Hainaut, Flanders",Belgium,,Europe,,0,
GB,True,-2.8333331,51.7501058,"Llebenydd, Monmouthshire, Wales",Wales,,Europe,,0,
GB,True,-1.8068071,54.5800156,"Staindrop, Durham, England",England,,Europe,,0,
GB,True,-2.9362311,54.8948478,"Carlisle, Cumberland, England",England,,Europe,,0,
GB,True,-2.1020886,55.5662278,"Yeavering, Northumberland, England",England,,Europe,,0,
GB,True,-2.7875911,55.4212537,"Roxburgh, Roxburghshire, Scotland",Scotland,,Europe,,0,
FR,True,2.2534183,50.7515771,"Saint-Omer, Pas-de-Calais, France",France,,Europe,,0,
GB,True,-0.7300665,53.2719547,"Kettlethorpe, Lincolnshire, England",England,,Europe,,0,
GB,True,-0.8622549,53.7473189,"Howden, Yorkshire, England",England,,Europe,,0,
GB,True,-2.1404495,52.7964932,"Castle Church, Staffordshire, England",England,,Europe,,0,
GB,True,-1.8257588,51.0502175,"Britford, Wiltshire, England",England,,Europe,,0,
GB,True,-1.8017245,54.5910607,"Raby, Durham, England",England,,Europe,,0,
GB,True,-1.6117595,54.9751136,"Newcastle-upon-Tyne, Northumberland, England",England,,Europe,,0,
GB,True,-1.5768908,54.7754999,"Durham Castle, Durham, Durham, England",England,,Europe,,0,
GB,True,-1.4533457,54.5605893,"Neville's Cross, west of Durham, England",England,,Europe,,0,
GB,True,-1.7072354,55.4133398,"Alnwick, Northumberland, England",England,,Europe,,0,
GB,True,-1.6103256,55.3477629,"Warkworth, Northumberland, England",England,,Europe,,0,
GB,True,-1.5763333,54.773262,"Durham Cathedral, Durham, England",England,,Europe,,0,
FR,True,1.0939658,49.4404591,"Rouen, Normandy, France",France,,Europe,,0,
GB,True,1.2696162,52.3453122,"Wingfield, Mid Suffolk District, Suffolk, England",England,,Europe,,0,
GB,True,1.2730468,52.3428341,"Wingfield Church, Suffolk, England",England,,Europe,,0,
GB,True,1.0347996,52.2620497,"Cotton, Suffolk, England",England,,Europe,,0,
GB,True,-0.3301214,53.7623863,"Hull, Yorkshire, England",England,,Europe,,0,
GB,True,-1.0711793,51.6194821,"Ewelme, Oxfordshire, England",England,,Europe,,0,
GB,True,-1.0711793,51.6194821,"St. Marys Church, Ewelme, Oxfordshire, England",England,,Europe,,0,
GB,True,-0.1265398,51.5004439,"St Stephen's Chapel, Westminster",United Kingdom,,Europe,,0,
GB,True,-0.1277653,51.5074456,"Greenwich Palace, London, England",England,,Europe,,0,
GB,True,-0.1261209,51.5040695,Whitehall,United Kingdom,,Europe,,0,
,True,,,Probably at Southwark,,,,1767560340.3420782,0,True
GB,True,-0.0984506,51.5137872,"St Paul's Cathedral, London",United Kingdom,,Europe,,0,
CA,True,-81.285494,42.9959246,"Suffolk Place, London",Canada,,North America,,0,
GB,True,-2.693249,54.7648072,Kirkoswald,United Kingdom,,Europe,,0,
GB,True,-0.1261209,51.5040695,"Royal Chapel, Whitehall",United Kingdom,,Europe,,0,
GB,True,-0.1234273,51.5091059,"Durham House, London",United Kingdom,,Europe,,0,
GB,True,-0.1254688,51.5013949,"Hertford House, Canon Row, Westminster",United Kingdom,,Europe,,0,
FR,True,2.3500626,48.8529312,"Nôtre Dame Cathedral, Paris",France,,Europe,,0,
DK,True,10.3333283,55.670249,"Upslo, Denmark",Denmark,,Europe,,0,
GB,True,-4.9144858,51.6754422,"Pembroke, Pembrokeshire, Wales, United Kingdom",United Kingdom,,Europe,,0,
