found_country,used,continent,address,country_name,latitude,alt_addr,country_code,longitude
True,0,North America,"Wrentham, Norfolk, Massachusetts, USA",USA,42.0667652,,US,-71.3281114
True,0,North America,"Cumberland, Providence, Rhode Island, USA",USA,41.9667656,,US,-71.4328363
True,0,North America,"Tisbury, Dukes, Massachusetts, USA",USA,41.4576223,,US,-70.6156969
True,0,North America,"Middletown Springs, Rutland, Vermont, USA",USA,43.4853063,,US,-73.1182549
True,0,North America,"Bennington, Vermont, USA",USA,42.8788667,,US,-73.1968205
True,0,North America,"Clinton, New York, USA",USA,44.7278943,,US,-73.6686982
True,0,Europe,"Lomersheim, Enzkreis, Baden-Württemberg, Germany",Germany,48.9326355,,DE,8.8668632
True,0,North America,"Andover, Essex, Massachusetts, USA",USA,42.65717,,US,-71.1408776
True,0,North America,"Boston, Suffolk, Massachusetts, USA",USA,42.3588336,,US,-71.0578303
True,0,North America,"Bedford, Hillsborough, New Hampshire, USA",USA,42.9464737,,US,-71.5159015
True,0,North America,"Manchester, Hillsborough, New Hampshire, USA",USA,42.9956397,,US,-71.4547891
True,0,North America,"Nashua, Hillsborough, New Hampshire, USA",USA,42.7656251,,US,-71.4677032
True,0,North America,"Lynn, Essex, Massachusetts, USA",USA,42.466763,,US,-70.9494939
True,0,North America,"Bradford, Essex, Massachusetts, USA",USA,42.7652102,,US,-71.0760878
True,0,North America,"Cambridge, Middlesex, Massachusetts, USA",USA,42.3656347,,US,-71.1040018
True,0,North America,"Sudbury, Middlesex, Massachusetts, USA",USA,42.3834278,,US,-71.4161725
True,0,North America,"Concord, Middlesex, Massachusetts, USA",USA,42.4605189,,US,-71.3488963
True,0,North America,"Stoneham, Middlesex, Massachusetts, USA",USA,42.4802635,,US,-71.0993581
True,0,North America,"Westborough, Worcester, Massachusetts, USA",USA,42.2694308,,US,-71.6129907
True,0,North America,"Brooklyn, Kings, New York, USA",USA,40.6526006,,US,-73.9497211
True,0,North America,"Ipswich, Essex, Massachusetts, USA",USA,42.679273,,US,-70.8411583
True,0,North America,"Stonington, New London, Connecticut, USA",USA,41.5187226,,US,-72.0519409
True,0,North America,"Pottstown, Montgomery, Pennsylvania, USA",USA,40.2452976,,US,-75.6496424
True,0,North America,"Watertown, Middlesex, Massachusetts, USA",USA,42.3652576,,US,-71.1843234
True,0,North America,"Preston City, New London, Connecticut, USA",USA,41.5296768,,US,-71.9848643
True,0,North America,"Scipio, Cayuga, New York, USA",USA,42.7948111,,US,-76.5614129
True,0,North America,"Pottstown, Chester, Pennsylvania, USA",USA,40.2365695,,US,-75.6595827
True,0,North America,"Hadley, Hampshire, Massachusetts, USA",USA,42.3423259,,US,-72.5891221
True,0,North America,"Wethersfield, Hartford, Connecticut, USA",USA,41.7142665,,US,-72.6525922
True,0,North America,"Roxbury, Suffolk, Massachusetts, USA",USA,42.3289067,,US,-71.0850853
True,0,North America,"Hebron, Tolland, Connecticut, USA",USA,41.7501575,,US,-72.4282654
True,0,North America,"Kittery, York, Maine, USA",USA,43.0856724,,US,-70.743658
True,0,North America,"Killingworth, Middlesex, Connecticut, USA",USA,41.3581545,,US,-72.5637023
True,0,North America,"Andover, Tolland, Connecticut, USA",USA,41.7373212,,US,-72.37036
True,0,North America,"Dorchester, Suffolk, Massachusetts, USA",USA,42.2973205,,US,-71.0744952
True,0,North America,"Albemarle, Virginia, USA",USA,38.0085107,,US,-78.6086754
True,0,North America,"Glasgow, Barren, Kentucky, USA",USA,36.995906,,US,-85.9124842
True,0,North America,"Otterville, Cooper, Missouri, USA",USA,38.6997409,,US,-93.0021426
True,0,North America,"Blount, Tennessee, USA",USA,35.6719722,,US,-83.9314465
True,0,North America,"Maryville, Blount, Tennessee, USA",USA,35.7564719,,US,-83.9704593
True,0,North America,"Greenfield, Dade, Missouri, USA",USA,37.4153244,,US,-93.8410449
True,0,North America,"Dade, Missouri, USA",USA,37.4323036,,US,-93.8406302
True,0,North America,"Cooper, Missouri, USA",USA,38.8452595,,US,-92.8249579
True,0,North America,"Emmitsburg, Frederick, Maryland, USA",USA,39.7045417,,US,-77.3269307
True,0,Europe,Germany,Germany,51.1638175,,DE,10.4478313
True,0,North America,"Fredericktown, Cecil, Maryland, USA",USA,39.3662232,,US,-75.8838284
True,0,North America,"Bloomington, McLean, Illinois, USA",USA,40.4797828,,US,-88.9939147
True,0,North America,"Providence, Rhode Island, USA",USA,41.8239891,,US,-71.4128343
True,0,Europe,"Bradford, Devon, England",England,50.8309593,,GB,-4.2412484
True,0,North America,"Charlestown, Suffolk, Massachusetts, USA",USA,42.3778749,,US,-71.0619957
True,0,Europe,"Wigtownshire, Scotland",Scotland,54.9036896,,GB,-5.02225
True,0,Europe,"Kirkcudbright, Kirkcudbrightshire, Scotland",Scotland,54.9044714,,GB,-4.0213174
True,0,Europe,"Stallingborough, Lincolnshire, England",England,53.5871667,,GB,-0.1834359
True,0,Europe,"Stepney, London, England",England,51.5174023,,GB,-0.0462189
True,0,Europe,"Odell, Bedfordshire, England",England,52.0307897,,GB,-0.3304262
True,0,Europe,"Kilsyth, Stirlingshire, Scotland",Scotland,56.0701208,,GB,-3.9087351
True,0,Europe,"Rotterdam, Zuid-Holland, Netherlands",Netherlands,51.9244424,,NL,4.47775
True,0,Europe,"St Helens, Lancashire, England",England,53.7396851,,GB,-2.3808275
True,0,North America,"New Haven, New Haven, Connecticut, USA",USA,41.2976052,,US,-72.9265437
True,0,North America,"Bolton, Worcester, Massachusetts, USA",USA,42.4342336,,US,-71.6097744
True,0,North America,"Plymouth, Windsor, Vermont, USA",USA,43.5355839,,US,-72.7217781
True,0,North America,"Marlborough, Middlesex, Massachusetts, USA",USA,42.3468589,,US,-71.5525188
True,0,North America,"Chester, Windsor, Vermont, USA",USA,43.2629706,,US,-72.5945649
True,0,North America,"Ludlow, Windsor, Vermont, USA",USA,43.3961459,,US,-72.7011648
True,0,Europe,"Bergery, Bedfordshire, England",England,52.0640034,,GB,-0.4111138
True,0,Europe,"Wold, Northamptonshire, England",England,52.3640118,,GB,-0.6459677
True,0,Europe,"Badby, Northamptonshire, England",England,52.2261761,,GB,-1.1814946
True,0,Europe,"Wormleighton, Stratford on Avon, Warwickshire, England",England,52.1790224,,GB,-1.3451912
True,0,Europe,"Daventry District, Northamptonshire, England",England,52.2638832,,GB,-1.1404808
True,0,Europe,"Althorpe, Lincolnshire, England",England,53.5855457,,GB,-0.732955
True,0,Europe,"Fawsley, Northamptonshire, England",England,52.2049814,,GB,-1.1818514
True,0,Europe,"Everdon, Northamptonshire, England",England,52.2108771,,GB,-1.1430057
True,0,Europe,"Northamptonshire, England",England,52.3106138,,GB,-0.865913
True,0,North America,"Farmington, Franklin, Maine, USA",USA,44.671094,,US,-70.151825
True,0,Europe,"Stoke By Nayland, Suffolk, England",England,51.9892706,,GB,0.8966564
True,0,Europe,"Fen Stanton, Huntingdonshire, England",England,52.371044,,GB,-0.2235779
True,0,North America,"Plymouth, Plymouth, Massachusetts, USA",USA,41.9583799,,US,-70.6673851
True,0,North America,"Hartford, Connecticut, USA",USA,41.764582,,US,-72.6908547
True,0,North America,"Dedham, Norfolk, Massachusetts, USA",USA,42.2489143,,US,-71.1755732
True,0,North America,"Bridgewater, Plymouth, Massachusetts, USA",USA,41.9902206,,US,-70.9754432
True,0,Europe,Netherlands,Netherlands,52.2434979,,NL,5.6343227
True,0,North America,"Berkeley, Charles City, Virginia, USA",USA,37.3183245,,US,-77.1793543
True,0,North America,"North Bend, Hamilton, Ohio, USA",USA,39.1525576,,US,-84.7480038
True,0,North America,"White House, Washington, District of Columbia, USA",USA,38.8976387,,US,-77.0365528
True,0,North America,"Crown Hill Cemetery, Indianapolis, Marion, Indiana, USA",USA,39.8187989,,US,-86.1709159
True,0,North America,"Indianapolis, Marion, Indiana, USA",USA,39.7683331,,US,-86.1583502
True,0,North America,"Flatbrookville, Sussex, New Jersey, USA",USA,41.1003736,,US,-74.9635055
True,0,North America,"Vincennes, Knox, Indiana, USA",USA,38.6772691,,US,-87.5286325
True,0,North America,"Francisville, Boone, Kentucky, USA",USA,39.1050586,,US,-84.7243917
True,0,North America,"Boone, Kentucky, USA",USA,38.9589235,,US,-84.7160121
True,0,North America,"Richmond, Richmond, Virginia, USA",USA,37.5758797,,US,-77.5412837
True,0,North America,"Morristown, Middlesex, New Jersey, USA",USA,40.4279992,,US,-74.2560893
True,0,North America,"Mercersburg, Franklin, Pennsylvania, USA",USA,39.8282214,,US,-77.9037226
True,0,North America,"Oxford, Butler, Ohio, USA",USA,39.5103048,,US,-84.7420519
True,0,North America,"Greenwich, Fairfield, Connecticut, USA",USA,41.098817,,US,-73.7214019
True,0,North America,"Honesdale, Wayne, Pennsylvania, USA",USA,41.5771005,,US,-75.2580212
True,0,North America,"Locust Valley, Nassau, New York, USA",USA,40.8775225,,US,-73.5723052
True,0,North America,"Madison, Indiana, USA",USA,40.1624531,,US,-85.7260804
True,0,North America,"Helena, Lewis and Clark, Montana, USA",USA,46.5927425,,US,-112.036277
True,0,North America,"Minneapolis, Hennepin, Minnesota, USA",USA,44.9772995,,US,-93.2654692
True,0,North America,"Raleigh, Wake, North Carolina, USA",USA,35.7803977,,US,-78.6390989
True,0,North America,"Greeneville, Greene, Tennessee, USA",USA,36.1631575,,US,-82.8309861
True,0,North America,"Greene, Tennessee, USA",USA,36.1698443,,US,-82.8766356
True,0,North America,"Telford, Washington, Tennessee, USA",USA,36.2489943,,US,-82.5451479
True,0,North America,"Nashville, Davidson, Tennessee, USA",USA,36.1622767,,US,-86.7742984
True,0,North America,"Bluff City, Sullivan, Tennessee, USA",USA,36.4742705,,US,-82.2609685
True,0,North America,"Elizabethton, Carter, Tennessee, USA",USA,36.3487756,,US,-82.2107617
True,0,North America,"Cedar Creek, Greene, Tennessee, USA",USA,36.0239908,,US,-82.9023711
True,0,North America,"Afton, Greene, Tennessee, USA",USA,36.1939922,,US,-82.738763
True,0,North America,"Madison, North Carolina, USA",USA,35.8482034,,US,-82.6931063
True,0,North America,"Beaufort, North Carolina, USA",USA,35.469331,,US,-76.8927522
True,0,North America,"West Columbia, Brazoria, Texas, USA",USA,29.1438582,,US,-95.6452249
True,0,North America,"Brazoria, Brazoria, Texas, USA",USA,29.0444147,,US,-95.5691126
True,0,North America,"Queens, New York, USA",USA,40.7135078,,US,-73.8283132
True,0,North America,"Chestnut Hill, Boston, Middlesex, Massachusetts, USA",USA,42.3336727,,US,-71.1624971
True,0,North America,"Brookline, Norfolk, Massachusetts, USA",USA,42.332918,,US,-71.1187829
True,0,North America,"Aiken, South Carolina, USA",USA,33.5723191,,US,-81.6182086
True,0,North America,"Norwich, New London, Connecticut, USA",USA,41.5243537,,US,-72.0759008
True,0,Europe,"Nord, Nord-Pas-de-Calais, France",France,50.4442902,,FR,3.0325699
True,0,North America,"Alaska, USA",USA,64.4459613,,US,-149.680909
True,0,North America,"Palm Springs, Palm Beach, Florida, USA",USA,26.6359009,,US,-80.0961538
True,0,Europe,"Cambrai, Nord, Nord-Pas-de-Calais, France",France,50.2475915,,FR,3.1555757
True,0,North America,"Manhattan, Kings, New York, USA",USA,40.7070431,,US,-73.9906444
True,0,North America,"Brattleboro, Windham, Vermont, USA",USA,42.8507588,,US,-72.5572913
True,0,North America,"Cold Spring Harbor, Suffolk, New York, USA",USA,40.8601065,,US,-73.4529025
True,0,North America,"Hartford, Hartford, Connecticut, USA",USA,41.764582,,US,-72.6908547
True,0,North America,"Farmington, Hartford, Connecticut, USA",USA,41.7198216,,US,-72.8320435
True,0,North America,"Tivoli, Dutchess, New York, USA",USA,42.058528,,US,-73.908913
True,0,North America,"Columbia, Herkimer, New York, USA",USA,42.9277366,,US,-75.0427129
True,0,North America,"Denison, Grayson, Texas, USA",USA,33.7556593,,US,-96.536658
True,0,North America,"Abilene, Dickinson, Kansas, USA",USA,38.917252,,US,-97.21377
True,0,North America,"Boone, Iowa, USA",USA,42.0171798,,US,-93.9254114
True,0,North America,"San Antonio, Bexar, Texas, USA",USA,29.4246002,,US,-98.4951405
True,0,North America,"Fort Meade, Anne Arundel, Maryland, USA",USA,39.1027043,,US,-76.7412498
True,0,North America,"Denver, Colorado, USA",USA,39.7392364,,US,-104.984862
True,0,North America,"Trappe, Talbot, Maryland, USA",USA,38.6584506,,US,-76.0579956
True,0,North America,"Fort Knox, Hardin, Kentucky, USA",USA,37.8976552,,US,-85.9038521
True,0,North America,"Dallas, Dallas, Texas, USA",USA,32.7762719,,US,-96.7968559
True,0,North America,"Southampton, Suffolk, New York, USA",USA,40.8842482,,US,-72.3897131
True,0,North America,"Falmouth, Cumberland, Maine, USA",USA,43.7219859,,US,-70.2327055
True,0,North America,"Otis AF Base, Falmouth, Barnstable, Massachusetts, USA",USA,41.5514979,,US,-70.6147519
True,0,North America,"Eastchester Town, Westchester, New York, USA",USA,40.9610563,,US,-73.8064739
True,0,North America,"Hyannis Port, Barnstable, Massachusetts, USA",USA,41.6334445,,US,-70.2983549
True,0,North America,"Bronxville, Westchester, New York, USA",USA,40.9381544,,US,-73.8320784
True,0,North America,"Hull, Plymouth, Massachusetts, USA",USA,42.3020436,,US,-70.9078243
True,0,Europe,"Suffolk, England",England,52.2410014,,GB,1.0465716
True,0,Europe,"Chatsworth house, Derbyshire, England",England,53.2275873,,GB,-1.6113902
True,0,Europe,"Ardèche, Rhône-Alpes, France",France,44.815194,,FR,4.3986525
True,0,North America,"Centerville, Barnstable, Massachusetts, USA",USA,41.6499298,,US,-70.3485753
True,0,North America,"Arlington Cemetery, Arlington, Virginia, USA",USA,38.8846187,,US,-77.0630855
True,0,North America,"Boston, Suffolk, New York, USA",USA,40.8146879,,US,-72.9965503
True,0,North America,"Westminster, Carroll, Maryland, USA",USA,39.5751717,,US,-76.9959168
True,0,North America,"Bethesda, Montgomery, Maryland, USA",USA,38.9812726,,US,-77.1233587
True,0,North America,"Riverdale, New York, USA",USA,40.90056,,US,-73.90639
True,0,North America,"Palm Beach, Palm Beach, Florida, USA",USA,26.7056172,,US,-80.0361517
True,0,North America,"Omaha, Douglas, Nebraska, USA",USA,41.2587459,,US,-95.9383758
True,0,North America,"Grand Rapids, Kent, Michigan, USA",USA,42.9632425,,US,-85.6678639
True,0,North America,"Rancho Mirage, Riverside, California, USA",USA,33.7583005,,US,-116.4347271
True,0,North America,"Glendale, Los Angeles, California, USA",USA,34.1469416,,US,-118.2478471
True,0,North America,"Tucson, Pima, Arizona, USA",USA,32.2228765,,US,-110.974847
True,0,North America,"Harvard, McHenry, Illinois, USA",USA,42.422241,,US,-88.6137101
True,0,North America,"Plains, Sumter, Georgia, USA",USA,32.0340872,,US,-84.3926633
True,0,North America,"Greenway, Charles City, Virginia, USA",USA,37.340981,,US,-77.0816368
True,0,North America,"Cedar Grove, New Kent, Virginia, USA",USA,37.4857339,,US,-77.1165521
True,0,North America,"Cedar Grove Plantation, Clarksville, Mecklenburg, Virginia, USA",USA,36.6240321,,US,-78.5569437
True,0,North America,"Charles City, Virginia, USA",USA,37.3705777,,US,-77.0605098
True,0,North America,"Roxbury, New Kent, Virginia, USA",USA,37.5233762,,US,-77.1440108
True,0,North America,"Montgomery, Montgomery, Alabama, USA",USA,32.3777111,,US,-86.3090775
True,0,North America,"Charles City, Charles City, Virginia, USA",USA,37.342801,,US,-77.0664642
True,0,North America,"Providence Forge, New Kent, Virginia, USA",USA,37.4424264,,US,-77.0439583
True,0,North America,"Williamsburg, Williamsburg, Independent Cities, Virginia, USA",USA,37.1232245,,US,-78.4927721
True,0,North America,"Baltimore, Independent Cities, Maryland, USA",USA,39.5162401,,US,-76.9382069
True,0,North America,"Louisville, Jefferson, Kentucky, USA",USA,38.2542376,,US,-85.759407
True,0,North America,"Tazewell, Virginia, USA",USA,37.1236041,,US,-81.5684129
True,0,North America,"Colma, San Mateo, California, USA",USA,37.6766821,,US,-122.459603
True,0,North America,"San Francisco, San Francisco, California, USA",USA,37.776547,,US,-122.3948371
True,0,North America,"Gardiners Island, Suffolk, New York, USA",USA,41.0841161,,US,-72.0942469
True,0,North America,"Richmond, Independent Cities, Virginia, USA",USA,37.1232245,,US,-78.4927721
True,0,North America,"East Hampton, Suffolk, New York, USA",USA,40.9633868,,US,-72.1847598
True,0,North America,"Sherwood Forest, Charles City, Virginia, USA",USA,37.3340695,,US,-77.0202228
True,0,North America,"New Mexico, USA",USA,34.5802074,,US,-105.996047
True,0,North America,"Sherwood Forest, Virginia, USA",USA,37.3340695,,US,-77.0202228
True,0,North America,"Elliston, Montgomery, Virginia, USA",USA,37.2152145,,US,-80.2300592
True,0,North America,"James City County, Virginia, USA",USA,37.3211485,,US,-76.7972515
True,0,North America,"Wyoming, Pennsylvania, USA",USA,41.5179097,,US,-76.019111
True,0,North America,"Charlottesville, Albemarle, Virginia, USA",USA,38.1410056,,US,-78.450458
True,0,North America,"Caldwell, Essex, New Jersey, USA",USA,40.8398218,,US,-74.2765366
True,0,North America,"Princeton, Mercer, New Jersey, USA",USA,40.3496953,,US,-74.6597376
True,0,North America,"Buffalo, Erie, New York, USA",USA,42.8864163,,US,-78.8781493
True,0,North America,"Tamworth, Carroll, New Hampshire, USA",USA,43.860277,,US,-71.263504
True,0,North America,"New Hampshire, USA",USA,43.4849133,,US,-71.6553992
True,0,North America,"Buzzards Bay, Barnstable, Massachusetts, USA",USA,41.7452589,,US,-70.6154965
True,0,Europe,"Redcar, Yorkshire, England",England,54.6179021,,GB,-1.0687914
True,0,North America,"Exeter, Rockingham, New Hampshire, USA",USA,42.981477,,US,-70.9478343
True,0,North America,"Lamar, Barton, Missouri, USA",USA,37.4950527,,US,-94.2768736
True,0,North America,"Independence, Jackson, Missouri, USA",USA,39.0924792,,US,-94.4137923
True,0,North America,"Kansas City, Jackson, Missouri, USA",USA,39.100105,,US,-94.5781416
True,0,North America,"Zebulon, Wake, North Carolina, USA",USA,35.8212013,,US,-78.3126798
True,0,North America,"Jackson, Missouri, USA",USA,39.0355211,,US,-94.3583509
True,0,North America,"Grandview, Jackson, Missouri, USA",USA,38.8898478,,US,-94.5313816
True,0,North America,"Lamar Heights, Barton, Missouri, USA",USA,37.493659,,US,-94.2977265
True,0,North America,"Hyde Park, Dutchess, New York, USA",USA,41.7841956,,US,-73.9373912
True,0,North America,"Warm Springs, Meriwether, Georgia, USA",USA,32.8904081,,US,-84.6810381
True,0,North America,"Bronx, Bronx, New York, USA",USA,40.8466508,,US,-73.8785937
True,0,North America,"Corona Del Mar, Orange, California, USA",USA,33.5995916,,US,-117.873739
True,0,North America,"Newport Beach, Orange, California, USA",USA,33.6170092,,US,-117.9294401
True,0,North America,"Campobello, Charlotte, New Brunswick, Canada",Canada,44.8938472,,CA,-66.9193702
True,0,Europe,"Birkenhead, Cheshire, England",England,53.2594617,,GB,-2.4894478
True,0,North America,"Pittsburgh, Allegheny, Pennsylvania, USA",USA,40.4406968,,US,-80.0025666
True,0,North America,"Elizabeth, Allen, Louisiana, USA",USA,30.868526,,US,-92.7929262
True,0,Europe,"Majorca, Balearic Islands, Spain",Spain,39.613432,,ES,2.8829185
True,0,North America,"Wilmington, New Castle, Delaware, USA",USA,39.7459468,,US,-75.546589
True,0,North America,"Grosse Pointe, Wayne, Michigan, USA",USA,42.3861485,,US,-82.9118591
True,0,North America,"Mexico City, Distrito Federal, Mexico",Mexico,19.4326296,,MX,-99.1331785
True,0,North America,"Waterloo, Black Hawk, Iowa, USA",USA,42.498275,,US,-92.3328743
True,0,North America,"Waldorf Astoria, New York, New York, New York, USA",USA,40.756502,,US,-73.9733616
True,0,Europe,"London, London, England",England,51.5156177,,GB,-0.0919983
True,0,North America,"Altadena, Los Angeles, California, USA",USA,34.1928193,,US,-118.1374663
True,0,North America,"Pasadena, Los Angeles, California, USA",USA,34.1476507,,US,-118.144155
True,0,North America,"Portola Valley, San Mateo, California, USA",USA,37.3736298,,US,-122.219047
True,0,North America,"Staunton, Augusta, Virginia, USA",USA,38.1242486,,US,-79.0633967
True,0,North America,"Washington Cath, Washington, District of Columbia, USA",USA,38.8950368,,US,-77.0365427
True,0,North America,"Rome, Floyd, Georgia, USA",USA,34.257038,,US,-85.1646726
True,0,North America,"Gainesville, Hall, Georgia, USA",USA,34.2978794,,US,-83.8240663
True,0,Asia,"Pondicherry, India",India,10.9156489,,IN,79.8069488
True,0,North America,"Middletown, Middlesex, Connecticut, USA",USA,41.5171937,,US,-72.6382761
True,0,North America,"Montecito, Santa Barbara, California, USA",USA,34.4366626,,US,-119.6320753
True,0,North America,"South Bethlehem, Armstrong, Pennsylvania, USA",USA,40.9995097,,US,-79.3408743
True,0,North America,"Marietta, Cobb, Georgia, USA",USA,33.9528472,,US,-84.5496148
True,0,North America,"Northampton, Hampshire, Massachusetts, USA",USA,42.3178989,,US,-72.6311006
True,0,North America,"Burlington, Chittenden, Vermont, USA",USA,44.4761601,,US,-73.212906
True,0,North America,"Plainville, Hartford, Connecticut, USA",USA,41.764582,,US,-72.6908547
True,0,North America,"Mecklenburg, North Carolina, USA",USA,35.2356385,,US,-80.8139485
True,0,North America,"Murfreesboro, Rutherford, Tennessee, USA",USA,35.8460396,,US,-86.3921096
True,0,North America,"Montebello, Nelson, Virginia, USA",USA,37.8525306,,US,-79.1316813
True,0,North America,"Calvert, Maryland, USA",USA,38.5288529,,US,-76.537764
True,0,North America,"Pascagoula, Jackson, Mississippi, USA",USA,30.3646795,,US,-88.5585995
True,0,North America,"Lockport, Niagara, New York, USA",USA,43.1687104,,US,-78.696567
True,0,Europe,"Freiburg, Baden-Württemberg, Germany",Germany,47.9960901,,DE,7.8494005
True,0,North America,"St Francisville, West Feliciana, Louisiana, USA",USA,30.7807244,,US,-91.3763353
True,0,North America,"Bayou Sara, West Feliciana, Louisiana, USA",USA,30.7918743,,US,-91.4334204
True,0,North America,"Winchester, Independent Cities, Virginia, USA",USA,37.1232245,,US,-78.4927721
True,0,North America,"Winchester, Frederick, Virginia, USA",USA,39.1433678,,US,-78.1436909
True,0,North America,"New Orleans, Orleans, Louisiana, USA",USA,29.9559145,,US,-90.0730259
True,0,North America,"Rhode Island, USA",USA,41.7962409,,US,-71.5992372
True,0,North America,"Fairview, Todd, Kentucky, USA",USA,36.8424972,,US,-87.3008989
True,0,North America,"St James Parish, Louisiana, USA",USA,30.0096684,,US,-90.7989525
True,0,North America,"Orange, Virginia, USA",USA,38.2490349,,US,-78.013983
True,0,North America,"Louisville, Jefferson, Georgia, USA",USA,33.0015407,,US,-82.4112377
True,0,North America,"Perrysville, Ashland, Ohio, USA",USA,40.6575594,,US,-82.3115503
True,0,North America,"Green Township, Ashland, Ohio, USA",USA,40.6933377,,US,-82.280256
True,0,North America,"Stony Batter, Mercersburg, Franklin, Pennsylvania, USA",USA,39.8282214,,US,-77.9037226
True,0,Europe,"Tyrone, Galway, Ireland",Ireland,53.2030043,,IE,-8.9196593
True,0,North America,"Lemasters, Franklin, Pennsylvania, USA",USA,39.8612026,,US,-77.8594413
True,0,North America,"Lancaster, Lancaster, Pennsylvania, USA",USA,40.0379958,,US,-76.3056707
True,0,North America,"Greensburg, Westmoreland, Pennsylvania, USA",USA,40.3024514,,US,-79.5443274
True,0,North America,"Franklin, Pennsylvania, USA",USA,39.9259345,,US,-77.7485516
True,0,North America,"Hillsboro, Hillsborough, New Hampshire, USA",USA,43.1306345,,US,-71.975915
True,0,North America,"Concord, Merrimack, New Hampshire, USA",USA,43.207178,,US,-71.537476
True,0,North America,"Hampton, Rockingham, New Hampshire, USA",USA,42.9417199,,US,-70.8378746
True,0,North America,"Hillsborough, New Hampshire, USA",USA,42.9373379,,US,-71.751376
True,0,North America,"Fairfield, Franklin, Vermont, USA",USA,44.8016403,,US,-72.945525
True,0,North America,"Albany, New York, USA",USA,42.6511674,,US,-73.754968
True,0,North America,"Culpeper, Culpeper, Virginia, USA",USA,38.4721707,,US,-77.9934369
True,0,North America,"Menands, Albany, New York, USA",USA,42.6920233,,US,-73.7245639
True,0,North America,"Englewood, Bergen, New Jersey, USA",USA,40.8929329,,US,-73.9726508
True,0,North America,"Colorado Springs, El Paso, Colorado, USA",USA,38.8339578,,US,-104.825348
True,0,North America,"Mount Kisco, Westchester, New York, USA",USA,41.2042616,,US,-73.7270761
True,0,North America,"West Chester, Chester, Pennsylvania, USA",USA,39.9597213,,US,-75.6059638
True,0,North America,"Point Pleasant, Clermont, Ohio, USA",USA,38.8945107,,US,-84.2338243
True,0,North America,"Grants Tomb, Riverside Park, New York, New York, New York, USA",USA,40.8068797,,US,-73.9686596
True,0,North America,"Mount McGregor, Moreau, Saratoga, New York, USA",USA,43.1982984,,US,-73.7497
True,0,North America,"White Haven, St Louis, Missouri, USA",USA,38.6280278,,US,-90.1910154
True,0,North America,"Bethel, Clermont, Ohio, USA",USA,38.9636771,,US,-84.0807664
True,0,North America,"San Diego, San Diego, California, USA",USA,32.7174202,,US,-117.162772
True,0,North America,"Sandberg, Los Angeles, California, USA",USA,34.726046,,US,-118.681498
True,0,North America,"Washington, Wisconsin, USA",USA,43.3734986,,US,-88.2370888
True,0,North America,"Hardscrabble, Somerset, New Jersey, USA",USA,40.7418051,,US,-74.5633049
True,0,North America,"Los Altos, Santa Clara, California, USA",USA,37.3790629,,US,-122.116578
True,0,North America,"Adrian, Lenawee, Michigan, USA",USA,41.8975152,,US,-84.0373054
True,0,North America,"San Diego, California, USA",USA,32.7174202,,US,-117.162772
True,0,Europe,"Capri, Napoli, Campania, Italy",Italy,40.5488429,,IT,14.2283708
True,0,North America,"Warwick, Cecil, Maryland, USA",USA,39.4167785,,US,-75.7782679
True,0,North America,"Orange, Ashland, Ohio, USA",USA,40.9470142,,US,-82.282169
True,0,North America,"Lakeview Cemetery, Cleveland, Cuyahoga, Ohio, USA",USA,41.5116874,,US,-81.5888347
True,0,North America,"Elberon, Monmouth, New Jersey, USA",USA,40.2692785,,US,-73.9918038
True,0,North America,"Cleveland, Cuyahoga, Ohio, USA",USA,41.4996574,,US,-81.6936772
True,0,North America,"Garrettsville, Portage, Ohio, USA",USA,41.284222,,US,-81.096486
True,0,North America,"Hiram, Portage, Ohio, USA",USA,41.312555,,US,-81.14371
True,0,North America,"Williamstown, Berkshire, Massachusetts, USA",USA,42.7135472,,US,-73.2094566
True,0,North America,"Mentor, Lake, Ohio, USA",USA,41.6664781,,US,-81.3399769
True,0,North America,"Falmouth, Barnstable, Massachusetts, USA",USA,41.5514979,,US,-70.6147519
True,0,North America,USA,USA,39.7837304,,US,-100.445882
True,0,North America,"Spiegel Grove, Fremont, Sandusky, Ohio, USA",USA,41.340429,,US,-83.1305712
True,0,North America,"Delaware, Delaware, Indiana, USA",USA,40.2445757,,US,-85.3962329
True,0,North America,"Fremont, Sandusky, Ohio, USA",USA,41.3473413,,US,-83.1134972
True,0,North America,"Chillicothe, Ross, Ohio, USA",USA,39.3331197,,US,-82.9824019
True,0,North America,"Toledo, Lucas, Ohio, USA",USA,41.6529143,,US,-83.5378173
True,0,North America,"Marion, Ohio, USA",USA,40.5885271,,US,-83.1895249
True,0,North America,"Tampa, Hillsborough, Florida, USA",USA,27.9449854,,US,-82.4583107
True,0,North America,"Charleston, Kanawha, West Virginia, USA",USA,38.3505995,,US,-81.6332812
True,0,North America,"Lewiston, Androscoggin, Maine, USA",USA,44.0990717,,US,-70.2177099
True,0,North America,"Croton-on-Hudson, Westchester, New York, USA",USA,41.2088215,,US,-73.8905175
True,0,North America,"Erie, Ohio, USA",USA,41.3506462,,US,-82.640448
True,0,North America,"Clearwater, Pinellas, Florida, USA",USA,27.9658533,,US,-82.8001026
True,0,North America,"Niles, Trumbull, Ohio, USA",USA,41.1808345,,US,-80.7653797
True,0,North America,"Canton, Stark, Ohio, USA",USA,40.7985464,,US,-81.3749508
